kind,period_name,selected,selection_reason,start,end,total_return,benchmark_return,excess_return,annual_return,sharpe_ratio,max_drawdown,calmar_ratio,trade_count,raw_trade_count,grade,grade_score,grade_weakest,stability_score,robust_gate_pass,validation_status,neighbor_pass_rate,worst_validation_excess,robust_telemetry_available,risk_state_trigger_count,risk_state_recovery_count,primary_entry_fill_count,fallback_entry_fill_count,primary_average_exposure,fallback_average_exposure,primary_average_holdings,fallback_average_holdings,primary_return_contribution,fallback_return_contribution,params
resistance_breakout,full,False,,2020-01-01,2025-12-31,0.7817646699999999,0.115046067894,0.666718602106,0.10178265477335402,0.5061768553399308,-0.2768932945326771,0.3675880087494944,25,59,B,64.0,risk_adjusted,0.7152569145029826,False,,0.0,0.0,False,,,,,,,,,,,"{'level_window': 120, 'short_level_window': 60, 'atr_period': 20, 'atr_multiplier': 0.5, 'volume_window': 20, 'volume_ratio_min': 1.0, 'rs_window': 60, 'top_n': 12, 'max_stock_weight': 0.12, 'max_industry_weight': 0.3, 'strong_market_exposure': 0.9, 'neutral_market_exposure': 0.65, 'weak_market_exposure': 0.35, 'min_price': 0.1, 'min_avg_volume': 100000.0, 'min_relative_strength': -0.03, 'max_support_distance': 0.12, 'max_position_drawdown': 0.0, 'rebalance_threshold': 0.08, 'liquidity_volume_pct': 0.03, 'robust_enabled': False, 'min_primary_candidates': 5, 'fallback_exposure_cap': 0.25, 'fallback_trailing_drawdown': 0.1, 'fallback_trend_window': 120, 'fallback_medium_window': 60, 'fallback_trend_lookback': 20, 'fallback_min_relative_strength': 0.0, 'market_volatility_window': 20, 'target_annual_volatility': 0.18, 'market_volatility_floor': 0.55, 'cautious_drawdown': 0.08, 'defensive_drawdown': 0.12, 'protect_drawdown': 0.16}"
adaptive_composite,full,False,,2020-01-01,2025-12-31,1.05431788,0.115046067894,0.939271812106,0.12841713882315098,0.5898384033840773,-0.30644608173468363,0.4190529638891992,24,57,B,63.9,risk_adjusted,0.960018875982695,False,,0.0,0.0,False,,,,,,,,,,,"{'level_window': 120, 'short_level_window': 60, 'atr_period': 20, 'atr_multiplier': 0.5, 'volume_window': 20, 'volume_ratio_min': 1.0, 'rs_window': 60, 'top_n': 12, 'max_stock_weight': 0.12, 'max_industry_weight': 0.3, 'strong_market_exposure': 0.9, 'neutral_market_exposure': 0.65, 'weak_market_exposure': 0.35, 'min_price': 0.1, 'min_avg_volume': 100000.0, 'min_relative_strength': -0.03, 'max_support_distance': 0.12, 'max_position_drawdown': 0.0, 'rebalance_threshold': 0.08, 'liquidity_volume_pct': 0.03, 'robust_enabled': False, 'min_primary_candidates': 5, 'fallback_exposure_cap': 0.25, 'fallback_trailing_drawdown': 0.1, 'fallback_trend_window': 120, 'fallback_medium_window': 60, 'fallback_trend_lookback': 20, 'fallback_min_relative_strength': 0.0, 'market_volatility_window': 20, 'target_annual_volatility': 0.18, 'market_volatility_floor': 0.55, 'cautious_drawdown': 0.08, 'defensive_drawdown': 0.12, 'protect_drawdown': 0.16}"
pullback_market_gate,full,False,,2020-01-01,2025-12-31,0.61515955,0.115046067894,0.500113482106,0.08378027194186322,0.4253364307856378,-0.22465989884634746,0.37292045608532653,25,60,B,61.0,risk_adjusted,0.658138301176162,False,,0.0,0.0,False,,,,,,,,,,,"{'level_window': 120, 'short_level_window': 60, 'atr_period': 20, 'atr_multiplier': 0.5, 'volume_window': 20, 'volume_ratio_min': 1.0, 'rs_window': 60, 'top_n': 12, 'max_stock_weight': 0.07, 'max_industry_weight': 0.21, 'strong_market_exposure': 0.7, 'neutral_market_exposure': 0.45, 'weak_market_exposure': 0.2, 'min_price': 0.1, 'min_avg_volume': 100000.0, 'min_relative_strength': -0.03, 'max_support_distance': 0.12, 'max_position_drawdown': 0.0, 'rebalance_threshold': 0.1, 'liquidity_volume_pct': 0.03, 'robust_enabled': False, 'min_primary_candidates': 5, 'fallback_exposure_cap': 0.25, 'fallback_trailing_drawdown': 0.1, 'fallback_trend_window': 120, 'fallback_medium_window': 60, 'fallback_trend_lookback': 20, 'fallback_min_relative_strength': 0.0, 'market_volatility_window': 20, 'target_annual_volatility': 0.18, 'market_volatility_floor': 0.55, 'cautious_drawdown': 0.08, 'defensive_drawdown': 0.12, 'protect_drawdown': 0.16}"
pullback_market_gate,full,False,,2020-01-01,2025-12-31,0.76086955,0.115046067894,0.645823482106,0.0996037154146745,0.4546320725448999,-0.3038243264388743,0.3278332468704198,26,61,B,59.5,risk_adjusted,0.5974140940476139,False,,0.0,0.0,False,,,,,,,,,,,"{'level_window': 120, 'short_level_window': 60, 'atr_period': 20, 'atr_multiplier': 0.5, 'volume_window': 20, 'volume_ratio_min': 1.0, 'rs_window': 60, 'top_n': 12, 'max_stock_weight': 0.12, 'max_industry_weight': 0.3, 'strong_market_exposure': 0.9, 'neutral_market_exposure': 0.65, 'weak_market_exposure': 0.35, 'min_price': 0.1, 'min_avg_volume': 100000.0, 'min_relative_strength': -0.03, 'max_support_distance': 0.12, 'max_position_drawdown': 0.0, 'rebalance_threshold': 0.08, 'liquidity_volume_pct': 0.03, 'robust_enabled': False, 'min_primary_candidates': 5, 'fallback_exposure_cap': 0.25, 'fallback_trailing_drawdown': 0.1, 'fallback_trend_window': 120, 'fallback_medium_window': 60, 'fallback_trend_lookback': 20, 'fallback_min_relative_strength': 0.0, 'market_volatility_window': 20, 'target_annual_volatility': 0.18, 'market_volatility_floor': 0.55, 'cautious_drawdown': 0.08, 'defensive_drawdown': 0.12, 'protect_drawdown': 0.16}"
resistance_breakout,full,False,,2020-01-01,2025-12-31,0.48658447,0.115046067894,0.371538402106,0.06879801818221609,0.31612275132408524,-0.25810257527065283,0.26655300943848687,21,46,B,58.9,risk_adjusted,0.37945839139838694,False,,0.0,0.0,False,,,,,,,,,,,"{'level_window': 120, 'short_level_window': 60, 'atr_period': 20, 'atr_multiplier': 0.5, 'volume_window': 20, 'volume_ratio_min': 1.0, 'rs_window': 60, 'top_n': 8, 'max_stock_weight': 0.12, 'max_industry_weight': 0.3, 'strong_market_exposure': 0.9, 'neutral_market_exposure': 0.65, 'weak_market_exposure': 0.35, 'min_price': 0.1, 'min_avg_volume': 100000.0, 'min_relative_strength': -0.03, 'max_support_distance': 0.12, 'max_position_drawdown': 0.0, 'rebalance_threshold': 0.08, 'liquidity_volume_pct': 0.03, 'robust_enabled': False, 'min_primary_candidates': 5, 'fallback_exposure_cap': 0.25, 'fallback_trailing_drawdown': 0.1, 'fallback_trend_window': 120, 'fallback_medium_window': 60, 'fallback_trend_lookback': 20, 'fallback_min_relative_strength': 0.0, 'market_volatility_window': 20, 'target_annual_volatility': 0.18, 'market_volatility_floor': 0.55, 'cautious_drawdown': 0.08, 'defensive_drawdown': 0.12, 'protect_drawdown': 0.16}"
adaptive_composite,full,False,,2020-01-01,2025-12-31,0.44813784000000007,0.115046067894,0.33309177210600005,0.06410866776141555,0.3793191267052203,-0.15520976961235677,0.41304531229915337,573,987,B,57.2,risk_adjusted,-0.042165444575571476,False,,0.0,0.0,True,3,4,344,70,0.361917,0.03791,6.856357,0.940206,0.299197,0.122883,"{'level_window': 100, 'short_level_window': 50, 'atr_period': 20, 'atr_multiplier': 0.45, 'volume_window': 20, 'volume_ratio_min': 0.9, 'rs_window': 60, 'top_n': 10, 'max_stock_weight': 0.1, 'max_industry_weight': 0.25, 'strong_market_exposure': 0.95, 'neutral_market_exposure': 0.68, 'weak_market_exposure': 0.25, 'min_price': 0.1, 'min_avg_volume': 100000.0, 'min_relative_strength': -0.015, 'max_support_distance': 0.11, 'max_position_drawdown': 0.0, 'rebalance_threshold': 0.05, 'liquidity_volume_pct': 0.04, 'robust_enabled': True, 'min_primary_candidates': 5, 'fallback_exposure_cap': 0.25, 'fallback_trailing_drawdown': 0.1, 'fallback_trend_window': 120, 'fallback_medium_window': 60, 'fallback_trend_lookback': 20, 'fallback_min_relative_strength': 0.0, 'market_volatility_window': 20, 'target_annual_volatility': 0.18, 'market_volatility_floor': 0.55, 'cautious_drawdown': 0.08, 'defensive_drawdown': 0.12, 'protect_drawdown': 0.16}"
adaptive_composite,full,False,,2020-01-01,2025-12-31,0.44927425,0.115046067894,0.33422818210599997,0.06424875377679329,0.38035840309083474,-0.15587612065467799,0.4121782958605156,572,987,B,57.1,risk_adjusted,-0.03930908645610143,False,,0.0,0.0,True,3,4,344,71,0.361983,0.038164,6.8811,0.94433,0.301971,0.122138,"{'level_window': 100, 'short_level_window': 50, 'atr_period': 20, 'atr_multiplier': 0.45, 'volume_window': 20, 'volume_ratio_min': 0.9, 'rs_window': 60, 'top_n': 10, 'max_stock_weight': 0.1, 'max_industry_weight': 0.25, 'strong_market_exposure': 0.95, 'neutral_market_exposure': 0.68, 'weak_market_exposure': 0.25, 'min_price': 0.1, 'min_avg_volume': 100000.0, 'min_relative_strength': -0.015, 'max_support_distance': 0.11, 'max_position_drawdown': 0.0, 'rebalance_threshold': 0.05, 'liquidity_volume_pct': 0.04, 'robust_enabled': True, 'min_primary_candidates': 6, 'fallback_exposure_cap': 0.25, 'fallback_trailing_drawdown': 0.1, 'fallback_trend_window': 120, 'fallback_medium_window': 60, 'fallback_trend_lookback': 20, 'fallback_min_relative_strength': 0.0, 'market_volatility_window': 20, 'target_annual_volatility': 0.18, 'market_volatility_floor': 0.55, 'cautious_drawdown': 0.08, 'defensive_drawdown': 0.12, 'protect_drawdown': 0.16}"
adaptive_composite,full,False,,2020-01-01,2025-12-31,0.4228181399999999,0.115046067894,0.3077720721059999,0.060963512634479855,0.3525691275856577,-0.1675555662532411,0.36384056941647924,589,1005,B,55.2,risk_adjusted,-0.09889037704586584,False,,0.0,0.0,True,1,2,346,70,0.350712,0.037632,6.881787,0.942955,0.281911,0.121992,"{'level_window': 100, 'short_level_window': 50, 'atr_period': 20, 'atr_multiplier': 0.45, 'volume_window': 20, 'volume_ratio_min': 0.9, 'rs_window': 60, 'top_n': 10, 'max_stock_weight': 0.1, 'max_industry_weight': 0.25, 'strong_market_exposure': 0.95, 'neutral_market_exposure': 0.68, 'weak_market_exposure': 0.25, 'min_price': 0.1, 'min_avg_volume': 100000.0, 'min_relative_strength': -0.015, 'max_support_distance': 0.11, 'max_position_drawdown': 0.0, 'rebalance_threshold': 0.05, 'liquidity_volume_pct': 0.04, 'robust_enabled': True, 'min_primary_candidates': 5, 'fallback_exposure_cap': 0.25, 'fallback_trailing_drawdown': 0.1, 'fallback_trend_window': 120, 'fallback_medium_window': 60, 'fallback_trend_lookback': 20, 'fallback_min_relative_strength': 0.0, 'market_volatility_window': 20, 'target_annual_volatility': 0.18, 'market_volatility_floor': 0.55, 'cautious_drawdown': 0.09, 'defensive_drawdown': 0.13, 'protect_drawdown': 0.17}"
adaptive_composite,full,False,,2020-01-01,2025-12-31,0.41677984000000007,0.115046067894,0.30173377210600005,0.060206576255921185,0.3521801252886515,-0.16188666187068335,0.37190572441363196,604,1015,C,54.6,risk_adjusted,-0.12491133218795525,False,,0.0,0.0,True,1,2,341,70,0.343338,0.037232,6.863918,0.942955,0.284124,0.123503,"{'level_window': 100, 'short_level_window': 50, 'atr_period': 20, 'atr_multiplier': 0.45, 'volume_window': 20, 'volume_ratio_min': 0.9, 'rs_window': 60, 'top_n': 10, 'max_stock_weight': 0.1, 'max_industry_weight': 0.25, 'strong_market_exposure': 0.95, 'neutral_market_exposure': 0.68, 'weak_market_exposure': 0.25, 'min_price': 0.1, 'min_avg_volume': 100000.0, 'min_relative_strength': -0.015, 'max_support_distance': 0.11, 'max_position_drawdown': 0.0, 'rebalance_threshold': 0.05, 'liquidity_volume_pct': 0.04, 'robust_enabled': True, 'min_primary_candidates': 5, 'fallback_exposure_cap': 0.25, 'fallback_trailing_drawdown': 0.1, 'fallback_trend_window': 120, 'fallback_medium_window': 60, 'fallback_trend_lookback': 20, 'fallback_min_relative_strength': 0.0, 'market_volatility_window': 20, 'target_annual_volatility': 0.16, 'market_volatility_floor': 0.55, 'cautious_drawdown': 0.08, 'defensive_drawdown': 0.12, 'protect_drawdown': 0.16}"
adaptive_composite,full,False,,2020-01-01,2025-12-31,0.4057433200000001,0.115046067894,0.29069725210600006,0.0588161184346232,0.3302164939296913,-0.15642683859020312,0.37599761629592127,567,981,C,53.9,risk_adjusted,-0.09727444675964225,False,,0.0,0.0,True,3,4,344,70,0.365564,0.030918,6.882474,0.942955,0.290148,0.096196,"{'level_window': 100, 'short_level_window': 50, 'atr_period': 20, 'atr_multiplier': 0.45, 'volume_window': 20, 'volume_ratio_min': 0.9, 'rs_window': 60, 'top_n': 10, 'max_stock_weight': 0.1, 'max_industry_weight': 0.25, 'strong_market_exposure': 0.95, 'neutral_market_exposure': 0.68, 'weak_market_exposure': 0.25, 'min_price': 0.1, 'min_avg_volume': 100000.0, 'min_relative_strength': -0.015, 'max_support_distance': 0.11, 'max_position_drawdown': 0.0, 'rebalance_threshold': 0.05, 'liquidity_volume_pct': 0.04, 'robust_enabled': True, 'min_primary_candidates': 5, 'fallback_exposure_cap': 0.2, 'fallback_trailing_drawdown': 0.1, 'fallback_trend_window': 120, 'fallback_medium_window': 60, 'fallback_trend_lookback': 20, 'fallback_min_relative_strength': 0.0, 'market_volatility_window': 20, 'target_annual_volatility': 0.18, 'market_volatility_floor': 0.55, 'cautious_drawdown': 0.08, 'defensive_drawdown': 0.12, 'protect_drawdown': 0.16}"
